4.810000000000000000e+02,-3.675000000000000000e+01,-3.286476702185326104e+01,2.000000000000000000e+00,4.785882911129212047e+00,1.570796326794896558e+00,5.290000000000000000e+02,-3.675000000000000000e+01,-4.765608488038286339e+01,2.000000000000000000e+00,5.794728008216010195e+00,1.570796326794896558e+00
4.810000000000000000e+02,-3.675000000000000000e+01,-3.237122913125140400e+01,2.000000000000000000e+00,4.885810147929571023e+00,1.570796326794896558e+00,5.290000000000000000e+02,-3.675000000000000000e+01,-4.708177383172083807e+01,2.000000000000000000e+00,5.760622649650353644e+00,1.570796326794896558e+00
4.810000000000000000e+02,-3.675000000000000000e+01,-3.203895158170577417e+01,2.000000000000000000e+00,4.952409262672595069e+00,1.570796326794896558e+00,5.290000000000000000e+02,-3.675000000000000000e+01,-4.670019633294450045e+01,2.000000000000000000e+00,5.737165800159522711e+00,1.570796326794896558e+00
4.810000000000000000e+02,-3.675000000000000000e+01,-3.170225633612665206e+01,2.000000000000000000e+00,5.019001771451063298e+00,1.570796326794896558e+00,5.290000000000000000e+02,-3.675000000000000000e+01,-4.632001417140926947e+01,2.000000000000000000e+00,5.715617403953332065e+00,1.570796326794896558e+00
4.810000000000000000e+02,-3.675000000000000000e+01,-3.136108175471311199e+01,2.000000000000000000e+00,5.085599557678937899e+00,1.570796326794896558e+00,5.290000000000000000e+02,-3.675000000000000000e+01,-4.594103389776874025e+01,2.000000000000000000e+00,5.695956229015713745e+00,1.570796326794896558e+00
4.810000000000000000e+02,-3.675000000000000000e+01,-3.101547928432159296e+01,2.000000000000000000e+00,5.152192518572271673e+00,1.570796326794896558e+00,5.290000000000000000e+02,-3.675000000000000000e+01,-4.556318849702115159e+01,2.000000000000000000e+00,5.678164351789801501e+00,1.570796326794896558e+00
4.810000000000000000e+02,-3.675000000000000000e+01,-3.066542811493019371e+01,2.000000000000000000e+00,5.218784538038642395e+00,1.570796326794896558e+00,5.290000000000000000e+02,-3.675000000000000000e+01,-4.518633294109574905e+01,2.000000000000000000e+00,5.662219374831971130e+00,1.570796326794896558e+00
4.810000000000000000e+02,-3.675000000000000000e+01,-3.031090638262704573e+01,2.000000000000000000e+00,5.285379495605891265e+00,1.570796326794896558e+00,5.290000000000000000e+02,-3.675000000000000000e+01,-4.481032396376875937e+01,2.000000000000000000e+00,5.648097943264106746e+00,1.570796326794896558e+00
4.810000000000000000e+02,-3.675000000000000000e+01,-2.995197892549896324e+01,2.000000000000000000e+00,5.351965283002939167e+00,1.570796326794896558e+00,5.290000000000000000e+02,-3.675000000000000000e+01,-4.443511000344116013e+01,2.000000000000000000e+00,5.635777190815585591e+00,1.570796326794896558e+00
4.810000000000000000e+02,-3.675000000000000000e+01,-2.958832516129101720e+01,2.000000000000000000e+00,5.418599720402596631e+00,1.570796326794896558e+00,5.290000000000000000e+02,-3.675000000000000000e+01,-4.406024789669920239e+01,2.000000000000000000e+00,5.625227742100586070e+00,1.570796326794896558e+00
4.810000000000000000e+02,-3.674108187315043494e+01,-2.927573912917011967e+01,2.000000000000000000e+00,5.485170793327050376e+00,1.514782906435823584e+00,5.290000000000000000e+02,-3.675000000000000000e+01,-4.368625085300124766e+01,2.000000000000000000e+00,5.616430659325170716e+00,1.570796326794896558e+00
4.810000000000000000e+02,-3.671424306056256626e+01,-2.895152292502642055e+01,2.000000000000000000e+00,5.551748304853422411e+00,1.462573516192708034e+00,5.290000000000000000e+02,-3.675000000000000000e+01,-4.331261208795979201e+01,2.000000000000000000e+00,5.609353392467589572e+00,1.570796326794896558e+00
4.810000000000000000e+02,-3.663971780385283239e+01,-2.844223596260670206e+01,2.000000000000000000e+00,5.651521151323998460e+00,1.390322694398351322e+00,5.290000000000000000e+02,-3.675000000000000000e+01,-4.275280289566834568e+01,2.000000000000000000e+00,5.605955527286845985e+00,1.570796326794896558e+00
4.810000000000000000e+02,-3.656758730062158236e+01,-2.809167296838690220e+01,2.000000000000000000e+00,5.718101192032277069e+00,1.346152578809526990e+00,5.290000000000000000e+02,-3.675000000000000000e+01,-4.237938959733726563e+01,2.000000000000000000e+00,5.602934207735733807e+00,1.570796326794896558e+00
4.810000000000000000e+02,-3.642442012471735069e+01,-2.754532291241590514e+01,2.000000000000000000e+00,5.818015147213206006e+00,1.284310541141905126e+00,5.290000000000000000e+02,-3.675000000000000000e+01,-4.181847078820680963e+01,2.000000000000000000e+00,5.605384095472406791e+00,1.570796326794896558e+00
4.810000000000000000e+02,-3.630706927162217568e+01,-2.717367461022444530e+01,2.000000000000000000e+00,5.884488984310506154e+00,1.246113804347791287e+00,5.290000000000000000e+02,-3.675000000000000000e+01,-4.144524605522879313e+01,2.000000000000000000e+00,5.606240607696094003e+00,1.570796326794896558e+00
4.810000000000000000e+02,-3.617156094935955934e+01,-2.679438356003011279e+01,2.000000000000000000e+00,5.951054301341746289e+00,1.209673371001828812e+00,5.290000000000000000e+02,-3.675000000000000000e+01,-4.107127040828243736e+01,2.000000000000000000e+00,5.608652945656134037e+00,1.570796326794896558e+00
4.810000000000000000e+02,-3.601818351314878441e+01,-2.640900663422933548e+01,2.000000000000000000e+00,6.017607089396800113e+00,1.174766401241036373e+00,5.290000000000000000e+02,-3.675000000000000000e+01,-4.069702735063321342e+01,2.000000000000000000e+00,5.612580444165797822e+00,1.570796326794896558e+00
4.810000000000000000e+02,-3.584707622395472271e+01,-2.601855352111621400e+01,2.000000000000000000e+00,6.084153185852126278e+00,1.141120726675553865e+00,5.290000000000000000e+02,-3.675000000000000000e+01,-4.032238537273386214e+01,2.000000000000000000e+00,5.617991870920812758e+00,1.570796326794896558e+00
4.810000000000000000e+02,-3.565845353362489334e+01,-2.562418829593467251e+01,2.000000000000000000e+00,6.150684446113850790e+00,1.108484482504695112e+00,5.290000000000000000e+02,-3.675000000000000000e+01,-3.994729396973179547e+01,2.000000000000000000e+00,5.624853737739405446e+00,1.570796326794896558e+00
4.810000000000000000e+02,-3.545246859458310951e+01,-2.522694489160578968e+01,2.000000000000000000e+00,6.217226665439861577e+00,1.076599214341603883e+00,5.290000000000000000e+02,-3.675000000000000000e+01,-3.957151277946945811e+01,2.000000000000000000e+00,5.633138966670174774e+00,1.570796326794896558e+00
4.810000000000000000e+02,-3.522873551772082124e+01,-2.482697524171376102e+01,2.000000000000000000e+00,6.283963335507472436e+00,1.045139220729238483e+00,5.290000000000000000e+02,-3.675000000000000000e+01,-3.919390632963085608e+01,2.000000000000000000e+00,5.642858570488139769e+00,1.570796326794896558e+00
4.810000000000000000e+02,-3.498883336902532193e+01,-2.442790094015914448e+01,2.000000000000000000e+00,6.350518963439206743e+00,1.014046543408464673e+00,5.290000000000000000e+02,-3.675000000000000000e+01,-3.881651360822976926e+01,2.000000000000000000e+00,5.653899093835216050e+00,1.570796326794896558e+00
4.810000000000000000e+02,-3.473263088466175930e+01,-2.403020682541587050e+01,2.000000000000000000e+00,6.417049105591593694e+00,9.830087281301510549e-01,5.290000000000000000e+02,-3.675000000000000000e+01,-3.843836600206710585e+01,2.000000000000000000e+00,5.666260368835584593e+00,1.570796326794896558e+00
4.810000000000000000e+02,-3.446149154086755573e+01,-2.363672154515719015e+01,2.000000000000000000e+00,6.483332056489818029e+00,9.518887558673470028e-01,5.290000000000000000e+02,-3.675000000000000000e+01,-3.806064797844325653e+01,2.000000000000000000e+00,5.679847002321198879e+00,1.570796326794896558e+00
4.810000000000000000e+02,-3.402213986778955501e+01,-2.305012488087151823e+01,2.000000000000000000e+00,6.583107943319652655e+00,9.038703052958351192e-01,5.290000000000000000e+02,-3.675000000000000000e+01,-3.748877958657705278e+01,2.000000000000000000e+00,5.705967039155105169e+00,1.570796326794896558e+00
